date,cumulative_cases,adjusted_cumulative_cases,recoveries,deaths_daily,cumulative_deaths,active_cases,week_label,week_no,cumulative_tests,tests_daily,cases_daily,adjusted_cases_daily,perc_positive,test_thousand,weekly_tests,weekly_cases,tests_per_case,seven_day_tests,seven_day_positives,seven_day_average,case_fatality_rate,fatalities_seven_days,fatalities_seven_days_average,public_tests,private_tests,new_public_tests,new_private_tests,7_day_weekly_average,community_sceen_and_test,passive_case_finding,vaccinated_total,vaccinated_daily,non_sisonke_vaccination_total,vaccinated_sisonke,j_and_j,pfizer,vaccinations_7_day_average,fourteen_day_deaths_change,fourteen_day_cases_change,pk
08-07-2020,224665,0,106842,89,3591,114232,3-9 Jul,18,1944399,36867,8810,0,23.9%,239,,,,277460,65332,23.55%,1.6%,842,1.3%,895899,1048500,14267,22600,9333,459094,1485305,0,0,,,0,0,,51.7,89.5,126
09-07-2020,238339,0,113061,129,3720,121558,3-9 Jul,18,2000569,56170,13674,0,24.3%,243,294442,70278,4,294442,70278,23.87%,1.6%,876,1.2%,912996,1087573,17097,39073,10040,467158,1533411,0,0,,,0,0,,72.1,90.6,127
10-07-2020,250687,0,118232,140,3860,128595,10-16 Jul,19,2057232,56663,12348,0,21.8%,218,,,,312079,73563,23.57%,1.5%,908,1.2%,928679,1128553,15683,40980,10509,475055,1582177,0,0,,,0,0,,69.4,88.0,128
11-07-2020,264184,0,127715,111,3971,132498,10-16 Jul,19,2108570,51338,13497,0,26.3%,263,,,,316492,76207,24.08%,1.5%,945,1.2%,942197,1166373,13518,37820,10887,,,0,0,,,0,0,,79.7,86.6,129
12-07-2020,276242,0,134874,108,4079,137289,10-16 Jul,19,2154391,45821,12058,0,26.3%,263,,,,324230,79492,24.52%,1.5%,880,1.1%,957843,1196548,15646,30175,11356,489676,1664715,0,0,,,0,0,,63.6,86.3,130
13-07-2020,287796,0,138241,93,4172,145383,10-16 Jul,19,2194624,40233,11554,0,28.7%,287,,,,330513,82075,24.83%,1.4%,862,1.1%,971740,1222884,13897,26336,11725,497771,1696853,0,0,,,0,0,,55.3,82.0,131
14-07-2020,298292,0,146279,174,4346,147667,10-16 Jul,19,2232738,38114,10496,0,27.5%,275,,,,325206,82437,25.35%,1.5%,844,1.0%,985412,1247326,13672,24442,11777,505057,1727681,0,0,,,0,0,,55.1,73.4,132
15-07-2020,311049,0,160693,107,4453,145903,10-16 Jul,19,2278127,45389,12757,0,28.1%,281,,,,333728,86384,25.88%,1.4%,862,1.0%,1002469,1275658,17057,28332,12341,513381,1764746,0,0,,,0,0,,56.2,73.9,133
16-07-2020,324221,0,165591,216,4669,153961,10-16 Jul,19,2324923,46796,13172,0,28.1%,281,324354,85882,4,324354,85882,26.48%,1.4%,949,1.1%,1019734,1305189,17265,29531,12269,521045,1803878,0,0,,,0,0,,55.1,63.5,134
17-07-2020,337594,0,178183,135,4804,154607,17-23 Jul,20,2373053,48130,13373,0,27.8%,278,,,,315821,86907,27.52%,1.4%,944,1.1%,1037137,1335916,17403,30727,12415,529615,1843438,0,0,,,0,0,,54.0,54.7,135
18-07-2020,350879,0,182230,144,4948,163701,17-23 Jul,20,2422741,49688,13285,0,26.7%,267,,,,314171,86695,27.59%,1.4%,977,1.1%,1054942,1367799,17805,31883,12385,538256,1884485,0,0,,,0,0,,31.5,47.9,136
19-07-2020,364328,0,191059,85,5033,168236,17-23 Jul,20,2471747,49006,13449,0,27.4%,274,,,,317356,88086,27.76%,1.4%,954,1.1%,1074385,1397362,19443,29563,12584,547651,1924096,0,0,,,0,0,,22.2,43.3,137
20-07-2020,373628,0,194865,140,5173,173590,17-23 Jul,20,2505646,33899,9300,0,27.4%,274,,,,311022,85832,27.60%,1.4%,1001,1.2%,1089090,1416556,14705,19194,12262,554775,1950871,0,0,,,0,0,,18.5,32.8,138
21-07-2020,381798,0,208144,195,5368,168286,17-23 Jul,20,2536921,31275,8170,0,26.1%,261,,,,304183,83506,27.45%,1.4%,1022,1.2%,1104870,1432051,15780,15495,11929,563715,1973206,0,0,,,0,0,,21.4,27.8,139
22-07-2020,394948,0,229175,572,5940,159833,17-23 Jul,20,2585474,48553,13150,0,27.1%,271,,,,307347,83899,27.30%,1.5%,1487,1.8%,1125306,1460168,28117,20437,11986,572984,2012490,0,0,,,0,0,,69.7,19.4,140
23-07-2020,408052,0,236260,153,6093,165699,17-23 Jul,20,2632106,46632,13104,0,28.1%,281,307183,83831,4,307183,83831,27.29%,1.5%,1424,1.7%,1142787,1489319,17481,29151,11976,581967,2050139,0,0,,,0,0,,56.8,14.0,141
24-07-2020,421996,0,245771,250,6343,169882,24-30 Jul,21,2684488,52382,13944,0,26.6%,266,,,,311435,84402,27.10%,1.5%,1539,1.8%,1163330,1521158,20543,31839,12057,593063,2091425,0,0,,,0,0,,62.9,10.8,142
25-07-2020,434200,0,263054,312,6655,164491,24-30 Jul,21,2730812,46324,12204,0,26.3%,263,,,,308071,83321,27.05%,1.5%,1707,2.0%,1182695,1548117,19365,26959,11903,603570,2127242,0,0,,,0,0,,94.0,4.8,143
26-07-2020,445433,0,265077,114,6769,173587,24-30 Jul,21,2773778,42966,11233,0,26.1%,261,,,,302031,81105,26.85%,1.5%,1736,2.1%,1199692,1574086,16997,25969,11586,611771,2162007,0,0,,,0,0,,101.4,-1.2,144
27-07-2020,452529,0,274925,298,7067,170537,24-30 Jul,21,2802211,28433,7096,0,25.0%,250,,,,296565,78901,26.60%,1.6%,1894,2.4%,1214431,1587780,14739,13694,11272,619652,2182559,0,0,,,0,0,,124.4,-4.3,145
28-07-2020,459761,0,287313,190,7257,165191,24-30 Jul,21,2830635,28424,7232,0,25.4%,254,,,,293714,77963,26.54%,1.6%,1889,2.4%,1229493,1601142,15062,13362,11138,627658,2202977,0,0,,,0,0,,119.1,-9.7,146
29-07-2020,471123,0,297967,240,7497,165659,24-30 Jul,21,2873163,42528,11362,0,26.7%,267,,,,287689,76175,26.48%,1.6%,1557,2.0%,1245658,1627505,16165,26363,10882,634780,2238383,0,0,,,0,0,,64.1,-11.3,147
30-07-2020,482169,0,309601,315,7812,164756,24-30 Jul,21,2918049,44886,11046,0,24.6%,246,285943,74117,4,285943,74117,25.92%,1.6%,1719,2.3%,1263768,1654281,18110,26776,10588,643737,2274312,0,0,,,0,0,,82.1,-14.7,148
31-07-2020,493183,0,326171,193,8005,159007,31 Jul-6 Aug,22,2959535,41486,11014,0,26.5%,265,,,,275047,71187,25.88%,1.6%,1662,2.3%,1280358,1679177,16590,24896,10170,651819,2307716,0,0,,,0,0,,70.1,-17.9,149
01-08-2020,503290,0,342461,148,8153,152676,31 Jul-6 Aug,22,3001985,42450,10107,0,23.8%,238,,,,271173,69090,25.48%,1.6%,1498,2.2%,1302411,1699574,22053,20397,9870,662115,2339870,0,0,,,0,0,,57.0,-21.6,150
02-08-2020,511485,0,347227,213,8366,155892,31 Jul-6 Aug,22,3036779,34794,8195,0,23.6%,236,,,,263001,66052,25.11%,1.6%,1597,2.4%,1316081,1720698,13670,21124,9436,668567,2368212,0,0,,,0,0,,59.5,-23.0,151
03-08-2020,516862,0,358037,173,8539,150286,31 Jul-6 Aug,22,3058695,21916,5377,0,24.5%,245,,,,256484,64333,25.08%,1.7%,1472,2.3%,1328757,1729938,12676,9240,9190,674477,2384218,0,0,,,0,0,,44.0,-23.0,152
04-08-2020,521318,0,363751,345,8884,148683,31 Jul-6 Aug,22,3078202,19507,4456,0,22.8%,228,,,,247567,61557,24.86%,1.7%,1627,2.6%,1337335,1740867,8578,10929,8794,677801,2400401,0,0,,,0,0,,9.4,-26.6,153
05-08-2020,529877,0,377266,414,9298,143313,31 Jul-6 Aug,22,3113191,34989,8559,0,24.5%,245,,,,240028,58754,24.48%,1.8%,1801,3.1%,1350212,1762979,12877,22112,8393,682594,2430597,0,0,,,0,0,,26.5,-29.9,154
06-08-2020,538184,0,387316,306,9604,141264,31 Jul-6 Aug,22,3149807,36616,8307,0,22.7%,227,231758,56015,4,231758,56015,24.17%,1.8%,1792,3.2%,1364659,1785148,14447,22169,8002,688549,2461258,0,0,,,0,0,,16.4,-33.6,155
07-08-2020,545476,0,394759,305,9909,140808,7-13 Aug,23,3183658,33851,7292,0,21.5%,215,,,,224123,52293,23.33%,1.8%,1904,3.6%,1380343,1803315,15684,18167,7470,694702,2488956,0,0,,,0,0,,11.5,-37.2,156
08-08-2020,553188,0,404568,301,10210,138410,7-13 Aug,23,3220265,36607,7712,0,21.1%,211,,,,218280,49898,22.86%,1.8%,2057,4.1%,1399291,1820974,18948,17659,7128,702441,2517824,0,0,,,0,0,,18.5,-38.5,157
09-08-2020,559858,0,411147,198,10408,138303,7-13 Aug,23,3250583,30318,6670,0,22.0%,220,,,,213804,48373,22.62%,1.9%,2042,4.2%,1415732,1834851,16441,13877,6910,708641,2541942,0,0,,,0,0,,7.8,-38.7,158
10-08-2020,563598,0,417200,213,10621,135777,7-13 Aug,23,3267494,16911,3740,0,22.1%,221,,,,208799,46736,22.38%,1.9%,2082,4.5%,1425520,1841974,9788,7123,6677,712799,2554695,0,0,,,0,0,,10.2,-40.1,159
11-08-2020,566109,0,426125,130,10751,129233,7-13 Aug,23,3278977,11483,2511,0,21.9%,219,,,,200775,44791,22.31%,1.9%,1867,4.2%,1431721,1847256,6201,5282,6399,715029,2563948,0,0,,,0,0,,19.9,-41.2,160
12-08-2020,568919,0,432029,259,11010,125880,7-13 Aug,23,3295434,16457,2810,0,17.1%,171,,,,182243,39042,21.42%,1.9%,1712,4.4%,1437466,1857968,5745,10712,5577,716073,2579361,0,0,,,0,0,,-0.4,-47.3,161
13-08-2020,572865,0,437617,260,11270,123978,7-13 Aug,23,3315497,20063,3946,0,19.7%,197,165690,34681,5,165690,34681,20.93%,2.0%,1666,4.8%,1446822,1868675,9356,10707,4954,719343,2596154,0,0,,,0,0,,0.2,-51.3,162
14-08-2020,579140,0,461734,286,11556,105850,14-20 Aug,24,3351111,35614,6275,0,17.6%,176,,,,167453,33664,20.10%,2.0%,1647,4.9%,1458579,1892532,11757,23857,4809,723768,2627343,0,0,,,0,0,,9.9,-51.3,163
15-08-2020,583653,0,466941,121,11677,105035,14-20 Aug,24,3378029,26918,4513,0,16.8%,168,,,,157764,30465,19.31%,2.0%,1467,4.8%,1470467,1907562,11888,15030,4352,728952,2649077,0,0,,,0,0,,-8.1,-53.9,164
16-08-2020,587345,0,472377,162,11839,103129,14-20 Aug,24,3400638,22609,3692,0,16.3%,163,,,,150055,27487,18.32%,2.0%,1431,5.2%,1480949,1919689,10482,12127,3927,732787,2667851,0,0,,,0,0,,-2.8,-57.3,165
17-08-2020,589886,0,477671,143,11982,100233,14-20 Aug,24,3415670,15032,2541,0,16.9%,169,,,,148176,26288,17.74%,2.0%,1361,5.2%,1490112,1925558,9163,5869,3755,736220,2679450,0,0,,,0,0,,-16.3,-57.3,166
18-08-2020,592144,0,485468,282,12264,94412,14-20 Aug,24,3430347,14677,2258,0,15.4%,154,,,,151370,26035,17.20%,2.1%,1513,5.8%,1495701,1934646,5589,9088,3719,737834,2692513,0,0,,,0,0,,-16.0,-55.7,167
19-08-2020,596060,0,491441,159,12423,92196,14-20 Aug,24,3455671,25324,3916,0,15.5%,155,,,,160237,27141,16.94%,2.1%,1413,5.2%,1505119,1950552,9418,15906,3877,741092,2714579,0,0,,,0,0,,-21.1,-51.5,168
20-08-2020,599940,0,497169,195,12618,90153,14-20 Aug,24,3480283,24612,3880,0,15.8%,158,164786,27075,6,164786,27075,16.43%,2.1%,1348,5.0%,1515606,1964677,10487,14125,3868,744834,2735449,0,0,,,0,0,,-29.2,-48.2,169
21-08-2020,603338,0,500102,225,12843,90393,21-27 Aug,25,3504507,24224,3398,0,14.0%,140,,,,153396,24198,15.77%,2.1%,1287,5.3%,1526274,1978233,10668,13556,3457,748925,2755582,0,0,,,0,0,,-37.4,-51.5,170
22-08-2020,607045,0,504127,144,12987,89931,21-27 Aug,25,3535067,30560,3707,0,12.1%,121,,,,157038,23392,14.90%,2.1%,1310,5.6%,1536200,1998867,9926,20634,3342,752821,2782246,0,0,,,0,0,,-35.8,-51.6,171
23-08-2020,609773,0,506470,72,13059,90244,21-27 Aug,25,3553425,18358,2728,0,14.9%,149,,,,152787,22428,14.68%,2.1%,1220,5.4%,1544928,2008497,8728,9630,3204,756127,2797298,0,0,,,0,0,,-41.4,-52.0,172
24-08-2020,611450,0,516494,100,13159,81797,21-27 Aug,25,3564065,10640,1677,0,15.8%,158,,,,148395,21564,14.53%,2.2%,1177,5.5%,1550179,2013886,5251,5389,3081,758146,2805919,0,0,,,0,0,,-37.0,-51.9,173
25-08-2020,613017,0,520381,149,13308,79328,21-27 Aug,25,3578836,14771,1567,0,10.6%,106,,,,148489,20873,14.06%,2.2%,1044,5.0%,1553941,2024895,3762,8475,2982,759017,2819819,0,0,,,0,0,,-39.0,-46.5,174
26-08-2020,615701,0,525242,194,13502,76957,21-27 Aug,25,3598973,20137,2684,0,13.3%,133,,,,143302,19641,13.71%,2.2%,1079,5.5%,1562237,2036736,8296,11841,2806,761553,2837420,0,0,,,0,0,,-35.2,-43.4,175
27-08-2020,618286,0,531338,126,13628,73320,21-27 Aug,25,3617982,19009,2585,0,13.6%,136,137699,18346,8,137699,18346,13.32%,2.2%,1010,5.5%,1571534,2046448,9297,9712,2621,765109,2852873,0,0,,,0,0,,-38.7,-45.5,176
28-08-2020,620132,0,533935,115,13743,72454,28 Aug-3 Sep,26,3632311,14329,1846,0,12.9%,129,,,,127804,16794,13.14%,2.2%,900,5.4%,1577995,2054316,6461,7868,2399,767293,2865018,0,0,,,0,0,,-38.7,-44.9,177
29-08-2020,622551,0,536694,238,13981,71876,28 Aug-3 Sep,26,3652970,20659,2419,0,11.7%,117,,,,117903,15506,13.15%,2.2%,994,6.4%,1590304,2062666,12309,8350,2215,771797,2881173,0,0,,,0,0,,-30.5,-43.6,178
30-08-2020,625056,0,538604,47,14028,72424,28 Aug-3 Sep,26,3674872,21902,2505,0,11.4%,114,,,,121447,15283,12.58%,2.2%,969,6.3%,1597779,2077093,7475,14427,2183,774191,2900681,0,0,,,0,0,,-28.8,-41.9,179
31-08-2020,627041,0,540923,121,14149,71969,28 Aug-3 Sep,26,3693721,18849,1985,0,10.5%,105,,,,129656,15591,12.02%,2.3%,990,6.3%,1602156,2091565,4377,14472,2227,775668,2918053,0,0,,,0,0,,-34.6,-40.1,180
01-09-2020,628259,0,549993,114,14263,64003,28 Aug-3 Sep,26,3705408,11687,1218,0,10.4%,104,,,,126572,15242,12.04%,2.3%,955,6.3%,1605871,2099537,3715,7972,2177,776483,2928925,0,0,,,0,0,,-32.4,-43.8,181
02-09-2020,630595,0,553456,126,14389,62750,28 Aug-3 Sep,26,3726721,21313,2336,0,11.0%,110,,,,127748,14894,11.66%,2.3%,887,6.0%,1613353,2113368,7482,13831,2128,778128,2948593,0,0,,,0,0,,-34.2,-45.0,182
03-09-2020,633015,0,554887,174,14563,63565,28 Aug-3 Sep,26,3747101,20380,2420,0,11.9%,119,129119,14729,9,129119,14729,11.41%,2.3%,935,6.3%,1621778,2125323,8425,11955,2104,780884,2966217,0,0,,,0,0,,-27.4,-39.1,183
04-09-2020,635078,0,557818,115,14678,62582,4-10 Sep,27,3765700,18599,2063,0,11.1%,111,,,,133389,14946,11.20%,2.3%,935,6.3%,1629901,2135799,8123,10476,2135,783500,2982200,0,0,,,0,0,,-28.6,-36.1,184
05-09-2020,636884,0,561204,101,14779,60901,4-10 Sep,27,3783823,18123,1806,0,10.0%,100,,,,130853,14333,10.95%,2.3%,798,5.6%,1637565,2146258,7664,10459,2048,785890,2997933,0,0,,,0,0,,-34.6,-36.1,185
06-09-2020,638517,0,563891,110,14889,59737,4-10 Sep,27,3800190,16367,1633,0,10.0%,100,,,,125318,13461,10.74%,2.3%,861,6.4%,1644638,2155552,7073,9294,1923,788215,3011975,0,0,,,0,0,,-26.8,-37.6,186
07-09-2020,639362,0,566555,115,15004,57803,4-10 Sep,27,3808949,8759,845,0,9.6%,96,,,,115228,12321,10.69%,2.3%,855,6.9%,1648340,2160609,3702,5057,1760,789373,3019576,0,0,,,0,0,,-18.1,-41.0,187
08-09-2020,640441,0,567729,82,15086,57626,4-10 Sep,27,3821162,12213,1079,0,8.8%,88,,,,115754,12182,10.52%,2.4%,823,6.8%,1652341,2168821,4001,8212,1740,790127,3031035,0,0,,,0,0,,-23.7,-38.0,188
09-09-2020,642431,0,569935,82,15168,57328,4-10 Sep,27,3842898,21736,1990,0,9.2%,92,,,,116177,11836,10.19%,2.4%,779,6.6%,1660183,2182715,7842,13894,1691,792101,3050797,0,0,,,0,0,,-22.9,-35.5,189
10-09-2020,644438,0,573003,97,15265,56170,4-10 Sep,27,3863453,20555,2007,0,9.8%,98,116352,11423,10,116352,11423,9.82%,2.4%,702,6.1%,1669547,2193906,9364,11191,1632,795040,3068413,0,0,,,0,0,,-22.0,-32.0,190
11-09-2020,646398,0,574587,113,15378,56433,11-17 Sep,28,3884166,20713,1960,0,9.5%,95,,,,118466,11320,9.56%,2.4%,700,6.2%,1679241,2204925,9694,11019,1617,798100,3086066,0,0,,,0,0,,-29.6,-27.0,191
12-09-2020,648214,0,576423,49,15427,56364,11-17 Sep,28,3902786,18620,1816,0,9.8%,98,,,,118963,11330,9.52%,2.4%,648,5.7%,1688048,2214738,8807,9813,1619,800963,3101823,0,0,,,0,0,,-33.1,-25.9,192
13-09-2020,649793,0,577906,20,15447,56440,11-17 Sep,28,3918478,15692,1579,0,10.1%,101,,,,118288,11276,9.53%,2.4%,558,4.9%,1696446,2222032,8398,7294,1611,804155,3114323,0,0,,,0,0,,-43.6,-27.7,193
14-09-2020,650749,0,579289,52,15499,55961,11-17 Sep,28,3928614,10136,956,0,9.4%,94,,,,119665,11387,9.52%,2.4%,495,4.3%,1699967,2228647,3521,6615,1627,804873,3123741,0,0,,,0,0,,-48.2,-25.3,194
15-09-2020,651521,0,583126,142,15641,52754,11-17 Sep,28,3940217,11603,772,0,6.7%,67,,,,119055,11080,9.31%,2.4%,555,5.0%,1703732,2236485,3765,7838,1583,804986,3135231,0,0,,,0,0,,-37.4,-25.6,195
16-09-2020,653444,0,584195,64,15705,53544,11-17 Sep,28,3961179,20962,1923,0,9.2%,92,,,,118281,11013,9.31%,2.4%,537,4.9%,1712266,2248913,8534,12428,1573,807413,3153766,0,0,,,0,0,,-42.6,-25.2,196
17-09-2020,655572,0,585303,67,15772,54497,11-17 Sep,28,3983533,22354,2128,0,9.5%,95,120080,11134,11,120080,11134,9.27%,2.4%,507,4.6%,1721161,2262372,8895,13459,1591,809878,3173655,0,0,,,0,0,,-45.8,-25.5,197
18-09-2020,657627,0,586844,85,15857,54926,18-24 Sep,29,4003590,20057,2055,0,10.2%,102,,,,119424,11229,9.40%,2.4%,479,4.3%,1730752,2272838,9591,10466,1604,813303,3190287,0,0,,,0,0,,-40.0,-21.7,198
19-09-2020,659656,0,589434,83,15940,54282,18-24 Sep,29,4024659,21069,2029,0,9.6%,96,,,,121873,11442,9.39%,2.4%,513,4.5%,1741254,2283405,10502,10567,1635,817123,3207536,0,0,,,0,0,,-40.4,-15.0,199
20-09-2020,661211,0,590071,13,15953,55187,18-24 Sep,29,4041543,16884,1555,0,9.2%,92,,,,123065,11418,9.28%,2.4%,506,4.4%,1749671,2291872,8417,8467,1631,820279,3221264,0,0,,,0,0,,-40.8,-7.3,200
21-09-2020,661936,0,591208,39,15992,54736,18-24 Sep,29,4047723,6180,725,0,11.7%,117,,,,119109,11187,9.39%,2.4%,493,4.4%,1754585,2293138,4914,1266,1598,822068,3225655,0,0,,,0,0,,-40.1,-8.2,201
22-09-2020,663282,0,592904,126,16118,54260,18-24 Sep,29,4064117,16394,1346,0,8.2%,82,,,,123900,11761,9.49%,2.4%,477,4.1%,1759000,2305117,4415,11979,1680,,,0,0,,,0,0,,-38.8,-0.6,202
23-09-2020,665188,0,594229,88,16206,54753,18-24 Sep,29,4083757,19640,1906,0,9.7%,97,,,,122578,11744,9.58%,2.4%,501,4.3%,1767187,2316570,8187,11453,1678,824954,3258803,0,0,,,0,0,,-28.6,2.8,203
24-09-2020,667049,0,595916,77,16283,54850,18-24 Sep,29,4102162,18405,1861,0,10.1%,101,118629,11477,10,118629,11477,9.67%,2.4%,511,4.5%,1775999,2326163,8812,9593,1640,827836,3274326,0,0,,,0,0,,-27.0,1.4,204
25-09-2020,668529,0,599149,29,16312,53068,25 Sep-1 Oct,30,4117079,14917,1480,0,9.9%,99,,,,113489,10902,9.61%,2.4%,455,4.2%,1784288,2332791,8289,6628,1557,830820,3286259,0,0,,,0,0,,-29.8,-3.8,205
26-09-2020,669498,0,601818,64,16376,51304,25 Sep-1 Oct,30,4128438,11359,969,0,8.5%,85,,,,103779,9842,9.48%,2.4%,436,4.4%,1789061,2339377,4773,6586,1406,832464,3295974,0,0,,,0,0,,-21.9,-12.7,206
27-09-2020,670766,0,603721,22,16398,50647,25 Sep-1 Oct,30,4143466,15028,1268,0,8.4%,84,,,,101923,9555,9.37%,2.4%,445,4.7%,1795367,2348099,6306,8722,1365,834472,3308994,0,0,,,0,0,,-10.1,-16.1,207
28-09-2020,671669,0,604478,188,16586,50605,25 Sep-1 Oct,30,4152480,9014,903,0,10.0%,100,,,,104757,9733,9.29%,2.5%,594,6.1%,1799494,2352986,4127,4887,1390,835875,3316605,0,0,,,0,0,,7.0,-12.2,208
29-09-2020,672572,0,606520,81,16667,49385,25 Sep-1 Oct,30,4164491,12011,903,0,7.5%,75,,,,100374,9290,9.26%,2.5%,549,5.9%,1803114,2361377,3620,8391,1327,836480,3328011,0,0,,,0,0,,2.2,-15.6,209
30-09-2020,674339,0,608112,67,16734,49493,25 Sep-1 Oct,30,4187917,23426,1767,0,7.5%,75,,,,104160,9151,8.79%,2.5%,528,5.8%,1811195,2376722,8081,15345,1307,,,0,0,,,0,0,,4.1,-17.8,210
01-10-2020,676084,0,609854,132,16866,49364,25 Sep-1 Oct,30,4209049,21132,1745,0,8.3%,83,106887,9035,12,106887,9035,8.45%,2.5%,583,6.5%,1819294,2389755,8099,13033,1291,,,0,0,,,0,0,,21.7,-19.5,211
02-10-2020,677833,0,611044,43,16909,49880,2 Oct-8 Oct,31,4229709,20660,1749,0,8.5%,85,,,,112630,9304,8.26%,2.5%,597,6.4%,1828129,2401580,8835,11825,1329,,,0,0,,,0,0,,16.4,-18.7,212
03-10-2020,679716,0,612763,29,16938,50015,2 Oct-8 Oct,31,4251513,21804,1883,0,8.6%,86,,,,123075,10218,8.30%,2.5%,562,5.5%,1837237,2414276,9108,12696,1460,,,0,0,,,0,0,,11.1,-10.5,213
04-10-2020,681289,0,614781,38,16976,49532,2 Oct-8 Oct,31,4269626,18113,1573,0,8.7%,87,,,,126160,10523,8.34%,2.5%,578,5.5%,1844752,2424874,7515,10598,1503,,,0,0,,,0,0,,17.2,-5.9,214
05-10-2020,682215,0,615684,40,17016,49515,2 Oct-8 Oct,31,4280340,10714,926,0,8.6%,86,,,,127860,10546,8.25%,2.5%,430,4.1%,1849236,2431104,4484,6230,1507,,,0,0,,,0,0,,-9.9,-10.3,215
06-10-2020,683242,0,616857,87,17103,49282,2 Oct-8 Oct,31,4294931,14591,1027,0,7.0%,70,,,,130440,10670,8.18%,2.5%,436,4.1%,1852866,2442065,3630,10961,1524,,,0,0,,,0,0,,-13.0,-9.1,216
07-10-2020,685155,0,618127,145,17248,49780,2 Oct-8 Oct,31,4318514,23583,1913,0,8.1%,81,,,,130597,10816,8.28%,2.5%,514,4.8%,1860067,2458447,7201,16382,1545,,,0,0,,,0,0,,0.6,-5.8,217
08-10-2020,686891,0,618771,160,17408,50712,2 Oct-8 Oct,31,4339686,21172,1736,0,8.2%,82,130637,10807,12,130637,10807,8.27%,2.5%,542,5.0%,1866760,2472926,6693,14479,1544,,,0,0,,,0,0,,19.1,-0.9,218
09-10-2020,688532,0,620081,139,17547,50904,9 - 15 Oct,32,4360105,20419,1641,0,8.0%,80,,,,130396,10699,8.21%,2.5%,638,6.0%,1873862,2486243,7102,13317,1528,,,0,0,,,0,0,,46.3,8.7,219
10-10-2020,690896,0,622153,126,17673,51070,9 - 15 Oct,32,4388171,28066,2364,0,8.4%,84,,,,136658,11180,8.18%,2.6%,735,6.6%,1889058,2499113,15196,12870,1597,,,0,0,,,0,0,,65.2,17.0,220
11-10-2020,692471,0,623765,107,17780,50926,9 - 15 Oct,32,4407441,19270,1575,0,8.2%,82,,,,137815,11182,8.11%,2.6%,804,7.2%,1897136,2510305,8078,11192,1597,,,0,0,,,0,0,,35.4,14.9,221
12-10-2020,693359,0,624659,83,17863,50837,9 - 15 Oct,32,4418418,10977,888,0,8.1%,81,,,,138078,11144,8.07%,2.6%,847,7.6%,1901679,2516739,4543,6434,1592,,,0,0,,,0,0,,54.3,20.0,222
13-10-2020,694537,0,625574,165,18028,50935,9 - 15 Oct,32,4433952,15534,1178,0,7.6%,76,,,,139021,11295,8.12%,2.6%,925,8.2%,1905639,2528313,3960,11574,1614,,,0,0,,,0,0,,75.2,23.4,223
14-10-2020,696414,0,626898,123,18151,51365,9 - 15 Oct,32,4458745,24793,1877,0,7.6%,76,,,,140231,11259,8.03%,2.6%,903,8.0%,1913378,2545367,7739,17054,1608,,,0,0,,,0,0,,54.9,24.6,224
15-10-2020,698184,0,628301,158,18309,51574,9 - 15 Oct,32,4481354,22609,1770,0,7.8%,78,141668,11293,13,141668,11293,7.97%,2.6%,901,8.0%,1921622,2559732,8244,14365,1613,,,0,0,,,0,0,,50.9,21.4,225
16-10-2020,700203,0,629260,61,18370,52573,16 - 22 Oct,33,4505533,24179,2019,0,8.4%,84,,,,145428,11671,8.03%,2.6%,823,7.1%,1930883,2574650,9261,14918,1667,,,0,0,,,0,0,,46.4,14.2,226
17-10-2020,702131,0,630436,38,18408,53287,16 - 22 Oct,33,4528141,22608,1928,0,8.5%,85,,,,139970,11235,8.03%,2.6%,735,6.5%,1940353,2587788,9470,13138,1605,,,0,0,,,0,0,,27.2,6.8,227
18-10-2020,703793,0,634543,23,18431,50819,16 - 22 Oct,33,4549478,21337,1662,0,7.8%,78,,,,142037,11322,7.97%,2.6%,651,5.7%,1949449,2600029,9096,12241,1617,,,0,0,,,0,0,,51.4,7.4,228
19-10-2020,705254,0,635257,61,18492,51505,16 - 22 Oct,33,4565980,16502,1461,0,8.9%,89,,,,147562,11895,8.06%,2.6%,629,5.3%,1955303,2610677,5854,10648,1699,,,0,0,,,0,0,,44.3,11.5,229
20-10-2020,706304,0,639568,164,18656,48080,16 - 22 Oct,33,4581346,15366,1050,0,6.8%,68,,,,147394,11767,7.98%,2.6%,628,5.3%,1959654,2621692,4351,11015,1681,,,0,0,,,0,0,,22.2,8.8,230
21-10-2020,708359,0,641706,85,18741,47912,16 - 22 Oct,33,4607883,26537,2055,0,7.7%,77,,,,149138,11945,8.01%,2.6%,590,4.9%,1967758,2640125,8140,18433,1706,,,0,0,,,0,0,,8.9,10.5,231
22-10-2020,710515,0,642560,102,18843,49112,16 - 22 Oct,33,4633671,25788,2156,0,8.4%,84,152317,12331,12,152317,12331,8.10%,2.7%,534,4.3%,1978131,2655540,10373,15415,1762,,,0,0,,,0,0,,-16.3,15.3,232
23-10-2020,712412,0,643523,48,18891,49998,23 - 29 Oct,34,4657116,23445,1897,0,8.1%,81,,,,151583,12209,8.05%,2.7%,521,4.3%,1988236,2668880,10105,13340,1744,,,0,0,,,0,0,,-29.1,9.2,233
24-10-2020,714246,0,644641,53,18944,50661,23 - 29 Oct,34,4677942,20826,1834,0,8.8%,88,,,,149801,12115,8.09%,2.7%,536,4.4%,1998017,2679925,9781,11045,1731,,,0,0,,,0,0,,-33.3,8.3,234
